Mod:Item:MetaData, Localized Name
GalacticraftMars:item.itemBasicAsteroids:7, Thermal Cloth
GalacticraftMars:item.itemBasicAsteroids:8, Beam Core
GalacticraftMars:item.methaneCanisterPartial, Methane Gas Canister
GalacticraftMars:item.canisterPartialLOX, item.canisterPartialLOX.name
GalacticraftMars:item.canisterPartialLN2, item.canisterPartialLN2.name
GalacticraftMars:item.atmosphericValve, Atmospheric Valve
GalacticraftMars:item.heavyNoseCone:0, Heavy Nose Cone
GalacticraftMars:item.orionDrive, Orion Drive
GalacticraftMars:item.titanium_helmet, Titanium Helmet
GalacticraftMars:item.titanium_chestplate, Titanium Chestplate
GalacticraftMars:item.titanium_leggings, Titanium Leggings
GalacticraftMars:item.titanium_boots, Titanium Boots
GalacticraftMars:item.titanium_axe, Titanium Axe
GalacticraftMars:item.titanium_pickaxe, Titanium Pickaxe
GalacticraftMars:item.titanium_shovel, Titanium Shovel
GalacticraftMars:item.titanium_hoe, Titanium Hoe
GalacticraftMars:item.titanium_sword, Titanium Sword
GalacticraftMars:item.bucketSludge, Bacterial Sludge Bucket
GalacticraftMars:item.carbonFragments, Fragmented Carbon
GalacticraftMars:item.null:0, Unrefined Desh
GalacticraftMars:item.null:1, Desh Stick
GalacticraftMars:item.null:2, Desh Ingot
GalacticraftMars:item.null:3, Heavy-Duty Plate
GalacticraftMars:item.null:4, Slimeling Inventory Bag
GalacticraftMars:item.null:5, Compressed Desh
GalacticraftMars:item.null:6, Fluid Manipulator
GalacticraftMars:item.deshPick, Desh Pickaxe
GalacticraftMars:item.deshPickSlime, Sticky Desh Pickaxe
GalacticraftMars:item.deshAxe, Desh Axe
GalacticraftMars:item.deshHoe, Desh Hoe
GalacticraftMars:item.deshSpade, Desh Shovel
GalacticraftMars:item.deshSword, Desh Sword
GalacticraftMars:item.deshHelmet, Desh Helmet
GalacticraftMars:item.deshChestplate, Desh Chestplate
GalacticraftMars:item.deshLeggings, Desh Leggings
GalacticraftMars:item.deshBoots, Desh Boots
GalacticraftMars:item.spaceshipTier2:0, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:1, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:2, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:3, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:4, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:11, Cargo Rocket
GalacticraftMars:item.spaceshipTier2:12, Cargo Rocket
GalacticraftMars:item.spaceshipTier2:13, Cargo Rocket
GalacticraftMars:item.spaceshipTier2:14, Cargo Rocket
GalacticraftMars:item.key:0, Tier 2 Dungeon Key
GalacticraftMars:item.schematic:0, NASA Workbench Schematic
GalacticraftMars:item.schematic:1, NASA Workbench Schematic
GalacticraftMars:item.schematic:2, NASA Workbench Schematic
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
MineFactoryReloaded:hammer, Precision Sledgehammer
MineFactoryReloaded:plastic.boots, Plastic Boots
MineFactoryReloaded:rubber.raw, Raw Rubber
MineFactoryReloaded:rubber.bar, Rubber Bar
MineFactoryReloaded:plastic.raw, Raw Plastic
MineFactoryReloaded:plastic.sheet, Plastic Sheets
MineFactoryReloaded:plastic.helm, Plastic Helmet
MineFactoryReloaded:plastic.chest, Plastic Breastplate
MineFactoryReloaded:plastic.legs, Plastic Leggings
MineFactoryReloaded:glass.helm, Sunglasses
MineFactoryReloaded:upgrade.radius:0, Upgrade (Lapis)
MineFactoryReloaded:upgrade.radius:1, Upgrade (Tin)
MineFactoryReloaded:upgrade.radius:2, Upgrade (Iron)
MineFactoryReloaded:upgrade.radius:3, Upgrade (Copper)
MineFactoryReloaded:upgrade.radius:4, Upgrade (Bronze)
MineFactoryReloaded:upgrade.radius:5, Upgrade (Silver)
MineFactoryReloaded:upgrade.radius:6, Upgrade (Gold)
MineFactoryReloaded:upgrade.radius:7, Upgrade (Quartz)
MineFactoryReloaded:upgrade.radius:8, Upgrade (Diamond)
MineFactoryReloaded:upgrade.radius:9, Upgrade (Platinum)
MineFactoryReloaded:upgrade.radius:10, Upgrade (Emerald)
MineFactoryReloaded:upgrade.radius:11, Upgrade (Cobble)
MineFactoryReloaded:rednet.meter:0, RedNet Meter
MineFactoryReloaded:rednet.meter:1, RedNet Multimeter
MineFactoryReloaded:rednet.meter:2, Debugger
MineFactoryReloaded:rednet.memorycard, PRC Memory Card
MineFactoryReloaded:upgrade.logic:0, PRC LX-100 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:1, PRC LX-300 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:2, PRC LX-500 Logic Expansion Card
MineFactoryReloaded:meat.ingot.raw, Raw Meat Ingot
MineFactoryReloaded:meat.ingot.cooked, Cooked Meat Ingot
MineFactoryReloaded:meat.nugget.raw, Raw "Meat" Nugget
MineFactoryReloaded:meat.nugget.cooked, Cooked "Meat" Nugget
MineFactoryReloaded:pinkslime:0, Pink Slimeball
MineFactoryReloaded:pinkslime:1, Pink Slime Crystal
MineFactoryReloaded:syringe.empty, Empty Syringe
MineFactoryReloaded:syringe.health, Health Syringe
MineFactoryReloaded:syringe.growth, Growth Syringe
MineFactoryReloaded:syringe.zombie, Zombie Syringe
MineFactoryReloaded:syringe.slime, Slime Embiggening Syringe
MineFactoryReloaded:syringe.cure, De-Zombification Syringe
MineFactoryReloaded:safarinet.launcher, Safari Net Launcher
MineFactoryReloaded:safarinet.reusable, Safari Net (Reusable)
MineFactoryReloaded:safarinet.singleuse, Safari Net (Single-Use)
MineFactoryReloaded:safarinet.jailer, Jailer's Safari Net
MineFactoryReloaded:safarinet.jailer.fancy, Golden Jailer's Safari Net
MineFactoryReloaded:portaspawner, PortaSpawner
MineFactoryReloaded:xpextractor, XP Extractor
MineFactoryReloaded:straw, Straw
MineFactoryReloaded:milkbottle, Milk Bottle
MineFactoryReloaded:plastic.cup:0, Plastic Cup
MineFactoryReloaded:plastic.bag, Plastic Bag
MineFactoryReloaded:sugarcharcoal, Sugar Charcoal
MineFactoryReloaded:fertilizer, Industrial Fertilizer
MineFactoryReloaded:ceramicdye:0, Ceramic Dye (White)
MineFactoryReloaded:ceramicdye:1, Ceramic Dye (Orange)
MineFactoryReloaded:ceramicdye:2, Ceramic Dye (Magenta)
MineFactoryReloaded:ceramicdye:3, Ceramic Dye (Light Blue)
MineFactoryReloaded:ceramicdye:4, Ceramic Dye (Yellow)
MineFactoryReloaded:ceramicdye:5, Ceramic Dye (Lime)
MineFactoryReloaded:ceramicdye:6, Ceramic Dye (Pink)
MineFactoryReloaded:ceramicdye:7, Ceramic Dye (Gray)
MineFactoryReloaded:ceramicdye:8, Ceramic Dye (Light Gray)
MineFactoryReloaded:ceramicdye:9, Ceramic Dye (Cyan)
MineFactoryReloaded:ceramicdye:10, Ceramic Dye (Purple)
MineFactoryReloaded:ceramicdye:11, Ceramic Dye (Blue)
MineFactoryReloaded:ceramicdye:12, Ceramic Dye (Brown)
MineFactoryReloaded:ceramicdye:13, Ceramic Dye (Green)
MineFactoryReloaded:ceramicdye:14, Ceramic Dye (Red)
MineFactoryReloaded:ceramicdye:15, Ceramic Dye (Black)
MineFactoryReloaded:laserfocus:0, Laser Focus (White)
MineFactoryReloaded:laserfocus:1, Laser Focus (Orange)
MineFactoryReloaded:laserfocus:2, Laser Focus (Magenta)
MineFactoryReloaded:laserfocus:3, Laser Focus (Light Blue)
MineFactoryReloaded:laserfocus:4, Laser Focus (Yellow)
MineFactoryReloaded:laserfocus:5, Laser Focus (Lime)
MineFactoryReloaded:laserfocus:6, Laser Focus (Pink)
MineFactoryReloaded:laserfocus:7, Laser Focus (Gray)
MineFactoryReloaded:laserfocus:8, Laser Focus (Light Gray)
MineFactoryReloaded:laserfocus:9, Laser Focus (Cyan)
MineFactoryReloaded:laserfocus:10, Laser Focus (Purple)
MineFactoryReloaded:laserfocus:11, Laser Focus (Blue)
MineFactoryReloaded:laserfocus:12, Laser Focus (Brown)
MineFactoryReloaded:laserfocus:13, Laser Focus (Green)
MineFactoryReloaded:laserfocus:14, Laser Focus (Red)
MineFactoryReloaded:laserfocus:15, Laser Focus (Black)
MineFactoryReloaded:record.blank, Blank Record
MineFactoryReloaded:spyglass, Spyglass
MineFactoryReloaded:ruler, Ruler
MineFactoryReloaded:fishingrod, Fishing Rod
MineFactoryReloaded:potatolauncher, Potato Cannon
MineFactoryReloaded:needlegun, Needlegun
MineFactoryReloaded:needlegun.ammo.empty, Needlegun Magazine
MineFactoryReloaded:needlegun.ammo.standard, Needlegun Ammo (Needles)
MineFactoryReloaded:needlegun.ammo.pierce, Needlegun Ammo (Shrapnel)
MineFactoryReloaded:needlegun.ammo.lava, Needlegun Ammo (Lava)
MineFactoryReloaded:needlegun.ammo.sludge, Needlegun Ammo (Sludge)
MineFactoryReloaded:needlegun.ammo.sewage, Needlegun Ammo (Sewage)
MineFactoryReloaded:needlegun.ammo.fire, Needlegun Ammo (Fire)
MineFactoryReloaded:needlegun.ammo.anvil, Needlegun Ammo (Anvil)
MineFactoryReloaded:rocketlauncher, SPAMR Launcher
MineFactoryReloaded:rocket:0, Tracking Self-Propelled Anti Material Rocket
MineFactoryReloaded:rocket:1, Self-Propelled Anti Material Rocket
MineFactoryReloaded:bucket.sewage, Sewage Bucket
MineFactoryReloaded:bucket.sludge, Sludge Bucket
MineFactoryReloaded:bucket.essence, Essence Bucket
MineFactoryReloaded:bucket.biofuel, BioFuel Bucket
MineFactoryReloaded:bucket.meat, Meat Bucket
MineFactoryReloaded:bucket.pinkslime, Pink Slime Bucket
MineFactoryReloaded:bucket.chocolatemilk, Chocolate Milk Bucket
MineFactoryReloaded:bucket.mushroomsoup, Mushroom Soup Bucket
TConstruct:goldHead:0, Golden Head
TConstruct:strangeFood:0, Gelatinous Slime
TConstruct:strangeFood:1, Coagulated Blood
TConstruct:strangeFood:2, Bacon
TConstruct:oreBerries:0, Iron Oreberry
TConstruct:oreBerries:1, Gold Oreberry
TConstruct:oreBerries:2, Copper Oreberry
TConstruct:oreBerries:3, Tin Oreberry
TConstruct:oreBerries:4, Aluminum Oreberry
TConstruct:oreBerries:5, Concentrated Essence Berry
TConstruct:titleIcon:0, Spawn Blue Slime
TConstruct:titleIcon:1, Spawn King Slime
TConstruct:blankPattern:0, Blank Pattern
TConstruct:blankPattern:1, Blank Cast
TConstruct:blankPattern:2, Blank Cast
TConstruct:materials:0, Paper Stack
TConstruct:materials:1, Slime Crystal
TConstruct:materials:2, Seared Brick
TConstruct:materials:3, Cobalt Ingot
TConstruct:materials:4, Ardite Ingot
TConstruct:materials:5, Manyullyn Ingot
TConstruct:materials:6, Ball of Moss
TConstruct:materials:7, Lava Crystal
TConstruct:materials:8, Necrotic Bone
TConstruct:materials:9, Copper Ingot
TConstruct:materials:10, Tin Ingot
TConstruct:materials:11, Aluminum Ingot
TConstruct:materials:12, Raw Aluminum
TConstruct:materials:13, Bronze Ingot
TConstruct:materials:14, Aluminum Brass Ingot
TConstruct:materials:15, Alumite Ingot
TConstruct:materials:16, Steel Ingot
TConstruct:materials:17, Slime Crystal
TConstruct:materials:18, Obsidian Ingot
TConstruct:materials:19, Iron Nugget
TConstruct:materials:20, Copper Nugget
TConstruct:materials:21, Tin Nugget
TConstruct:materials:22, Aluminum Nugget
TConstruct:materials:24, Aluminum Brass Nugget
TConstruct:materials:25, Silky Cloth
TConstruct:materials:26, Silky Jewel
TConstruct:materials:27, Obsidian Nugget
TConstruct:materials:28, Cobalt Nugget
TConstruct:materials:29, Ardite Nugget
TConstruct:materials:30, Manyullyn Nugget
TConstruct:materials:31, Bronze Nugget
TConstruct:materials:32, Alumite Nugget
TConstruct:materials:33, Steel Nugget
TConstruct:materials:34, Pig Iron Ingot
TConstruct:materials:35, Pig Iron Platter
TConstruct:materials:36, Ball of Glue
TConstruct:materials:37, Seared Brick
TConstruct:materials:38, Ardite Dust
TConstruct:materials:39, Cobalt Dust
TConstruct:materials:40, Aluminum Dust
TConstruct:materials:41, Manyullyn Dust
TConstruct:materials:42, Aluminum Brass Dust
TConstruct:woodPattern:1, Tool Rod Pattern
TConstruct:woodPattern:2, Pickaxe Head Pattern
TConstruct:woodPattern:3, Shovel Head Pattern
TConstruct:woodPattern:4, Axe Head Pattern
TConstruct:woodPattern:5, Sword Blade Pattern
TConstruct:woodPattern:6, Wide Guard Pattern
TConstruct:woodPattern:7, Hand Guard Pattern
TConstruct:woodPattern:8, Crossbar Pattern
TConstruct:woodPattern:9, Tool Binding Pattern
TConstruct:woodPattern:10, Pan Pattern
TConstruct:woodPattern:11, Wide Board Pattern
TConstruct:woodPattern:12, Knife Blade Pattern
TConstruct:woodPattern:13, Chisel Head Pattern
TConstruct:woodPattern:14, Tough Rod Pattern
TConstruct:woodPattern:15, Tough Binding Pattern
TConstruct:woodPattern:16, Large Plate Pattern
TConstruct:woodPattern:17, Broadaxe Head Pattern
TConstruct:woodPattern:18, Scythe Head Pattern
TConstruct:woodPattern:19, Excavator Head Pattern
TConstruct:woodPattern:20, Large Blade Pattern
TConstruct:woodPattern:21, Hammer Head Pattern
TConstruct:woodPattern:22, Full Guard Pattern
TConstruct:woodPattern:23, Bowstring Pattern
TConstruct:woodPattern:24, Fletching Pattern
TConstruct:woodPattern:25, Arrowhead Pattern
TConstruct:manualBook:0, Materials and You: Volume 1
TConstruct:manualBook:1, Materials and You: Volume 2
TConstruct:manualBook:2, Mighty Smelting
TConstruct:manualBook:3, Diary of a Tinker
TConstruct:manualBook:4, Tinkers' Weaponry
TConstruct:pickaxe, Pickaxe
TConstruct:shovel, Shovel
TConstruct:hatchet, Hatchet
TConstruct:broadsword, Broadsword
TConstruct:longsword, Longsword
TConstruct:rapier, Rapier
TConstruct:dagger, Dagger
TConstruct:cutlass, Cutlass
TConstruct:frypan, Frying Pan
TConstruct:battlesign, Battlesign
TConstruct:mattock, Mattock
TConstruct:chisel, Chisel
TConstruct:lumberaxe, Lumber Axe
TConstruct:cleaver, Cleaver
TConstruct:scythe, Scythe
TConstruct:excavator, Excavator
TConstruct:hammer, Hammer
TConstruct:battleaxe, Battleaxe
TConstruct:potionLauncher, Potion Launcher
TConstruct:toolRod:0, Wooden Tool Rod
TConstruct:toolRod:1, Stone Tool Rod
TConstruct:toolRod:2, Iron Tool Rod
TConstruct:toolRod:3, Flint Tool Rod
TConstruct:toolRod:4, Cactus Tool Rod
TConstruct:toolRod:5, Bone Tool Rod
TConstruct:toolRod:6, Obsidian Tool Rod
TConstruct:toolRod:7, Netherrack Tool Rod
TConstruct:toolRod:8, Slime Tool Rod
TConstruct:toolRod:9, Paper Tool Rod
TConstruct:toolRod:10, Cobalt Tool Rod
TConstruct:toolRod:11, Ardite Tool Rod
TConstruct:toolRod:12, Manyullyn Tool Rod
TConstruct:toolRod:13, Copper Tool Rod
TConstruct:toolRod:14, Bronze Tool Rod
TConstruct:toolRod:15, Alumite Tool Rod
TConstruct:toolRod:16, Steel Tool Rod
TConstruct:toolRod:17, Slime Tool Rod
TConstruct:toolRod:18, Pig Iron Tool Rod
TConstruct:toolShard:1, Stone Shard
TConstruct:toolShard:3, Flint Shard
TConstruct:toolShard:4, Cactus Shard
TConstruct:toolShard:6, Obsidian Shard
TConstruct:toolShard:7, Netherrack Shard
TConstruct:toolShard:8, Slime Shard
TConstruct:toolShard:17, Slime Shard
TConstruct:pickaxeHead:0, Wooden Pickaxe Head
TConstruct:pickaxeHead:1, Stone Pickaxe Head
TConstruct:pickaxeHead:2, Iron Pickaxe Head
TConstruct:pickaxeHead:3, Flint Pickaxe Head
TConstruct:pickaxeHead:4, Cactus Pickaxe Head
TConstruct:pickaxeHead:5, Bone Pickaxe Head
TConstruct:pickaxeHead:6, Obsidian Pickaxe Head
TConstruct:pickaxeHead:7, Netherrack Pickaxe Head
TConstruct:pickaxeHead:8, Slime Pickaxe Head
TConstruct:pickaxeHead:9, Paper Pickaxe Head
TConstruct:pickaxeHead:10, Cobalt Pickaxe Head
TConstruct:pickaxeHead:11, Ardite Pickaxe Head
TConstruct:pickaxeHead:12, Manyullyn Pickaxe Head
TConstruct:pickaxeHead:13, Copper Pickaxe Head
TConstruct:pickaxeHead:14, Bronze Pickaxe Head
TConstruct:pickaxeHead:15, Alumite Pickaxe Head
TConstruct:pickaxeHead:16, Steel Pickaxe Head
TConstruct:pickaxeHead:17, Slime Pickaxe Head
TConstruct:pickaxeHead:18, Pig Iron Pickaxe Head
TConstruct:shovelHead:0, Wooden Shovel Head
TConstruct:shovelHead:1, Stone Shovel Head
TConstruct:shovelHead:2, Iron Shovel Head
TConstruct:shovelHead:3, Flint Shovel Head
TConstruct:shovelHead:4, Cactus Shovel Head
TConstruct:shovelHead:5, Bone Shovel Head
TConstruct:shovelHead:6, Obsidian Shovel Head
TConstruct:shovelHead:7, Netherrack Shovel Head
TConstruct:shovelHead:8, Slime Shovel Head
TConstruct:shovelHead:9, Paper Shovel Head
TConstruct:shovelHead:10, Cobalt Shovel Head
TConstruct:shovelHead:11, Ardite Shovel Head
TConstruct:shovelHead:12, Manyullyn Shovel Head
TConstruct:shovelHead:13, Copper Shovel Head
TConstruct:shovelHead:14, Bronze Shovel Head
TConstruct:shovelHead:15, Alumite Shovel Head
TConstruct:shovelHead:16, Steel Shovel Head
TConstruct:shovelHead:17, Slime Shovel Head
TConstruct:shovelHead:18, Pig Iron Shovel Head
TConstruct:hatchetHead:0, Wooden Axe Head
TConstruct:hatchetHead:1, Stone Axe Head
TConstruct:hatchetHead:2, Iron Axe Head
TConstruct:hatchetHead:3, Flint Axe Head
TConstruct:hatchetHead:4, Cactus Axe Head
TConstruct:hatchetHead:5, Bone Axe Head
TConstruct:hatchetHead:6, Obsidian Axe Head
TConstruct:hatchetHead:7, Netherrack Axe Head
TConstruct:hatchetHead:8, Slime Axe Head
TConstruct:hatchetHead:9, Paper Axe Head
TConstruct:hatchetHead:10, Cobalt Axe Head
TConstruct:hatchetHead:11, Ardite Axe Head
TConstruct:hatchetHead:12, Manyullyn Axe Head
TConstruct:hatchetHead:13, Copper Axe Head
TConstruct:hatchetHead:14, Bronze Axe Head
TConstruct:hatchetHead:15, Alumite Axe Head
TConstruct:hatchetHead:16, Steel Axe Head
TConstruct:hatchetHead:17, Slime Axe Head
TConstruct:hatchetHead:18, Pig Iron Axe Head
TConstruct:binding:0, Wooden Binding
TConstruct:binding:1, Stone Binding
TConstruct:binding:2, Iron Binding
TConstruct:binding:3, Flint Binding
TConstruct:binding:4, Cactus Binding
TConstruct:binding:5, Bone Binding
TConstruct:binding:6, Obsidian Binding
TConstruct:binding:7, Netherrack Binding
TConstruct:binding:8, Slime Binding
TConstruct:binding:9, Paper Binding
TConstruct:binding:10, Cobalt Binding
TConstruct:binding:11, Ardite Binding
TConstruct:binding:12, Manyullyn Binding
TConstruct:binding:13, Copper Binding
TConstruct:binding:14, Bronze Binding
TConstruct:binding:15, Alumite Binding
TConstruct:binding:16, Steel Binding
TConstruct:binding:17, Slime Binding
TConstruct:binding:18, Pig Iron Binding
TConstruct:toughBinding:0, Wooden Tough Binding
TConstruct:toughBinding:1, Stone Tough Binding
TConstruct:toughBinding:2, Iron Tough Binding
TConstruct:toughBinding:3, Flint Tough Binding
TConstruct:toughBinding:4, Cactus Tough Binding
TConstruct:toughBinding:5, Bone Tough Binding
TConstruct:toughBinding:6, Obsidian Tough Binding
TConstruct:toughBinding:7, Netherrack Tough Binding
TConstruct:toughBinding:8, Slime Tough Binding
TConstruct:toughBinding:9, Paper Tough Binding
TConstruct:toughBinding:10, Cobalt Tough Binding
TConstruct:toughBinding:11, Ardite Tough Binding
TConstruct:toughBinding:12, Manyullyn Tough Binding
TConstruct:toughBinding:13, Copper Tough Binding
TConstruct:toughBinding:14, Bronze Tough Binding
TConstruct:toughBinding:15, Alumite Tough Binding
TConstruct:toughBinding:16, Steel Tough Binding
TConstruct:toughBinding:17, Slime Tough Binding
TConstruct:toughBinding:18, Pig Iron Tough Binding
TConstruct:toughRod:0, Wooden Tough Rod
TConstruct:toughRod:1, Stone Tough Rod
TConstruct:toughRod:2, Iron Tough Rod
TConstruct:toughRod:3, Flint Tough Rod
TConstruct:toughRod:4, Cactus Tough Rod
TConstruct:toughRod:5, Bone Tough Rod
TConstruct:toughRod:6, Obsidian Tough Rod
TConstruct:toughRod:7, Netherrack Tough Rod
TConstruct:toughRod:8, Slime Tough Rod
TConstruct:toughRod:9, Paper Tough Rod
TConstruct:toughRod:10, Cobalt Tough Rod
TConstruct:toughRod:11, Ardite Tough Rod
TConstruct:toughRod:12, Manyullyn Tough Rod
TConstruct:toughRod:13, Copper Tough Rod
TConstruct:toughRod:14, Bronze Tough Rod
TConstruct:toughRod:15, Alumite Tough Rod
TConstruct:toughRod:16, Steel Tough Rod
TConstruct:toughRod:17, Slime Tough Rod
TConstruct:toughRod:18, Pig Iron Tough Rod
TConstruct:heavyPlate:0, Wooden Large Plate
TConstruct:heavyPlate:1, Stone Large Plate
TConstruct:heavyPlate:2, Iron Large Plate
TConstruct:heavyPlate:3, Flint Large Plate
TConstruct:heavyPlate:4, Cactus Large Plate
TConstruct:heavyPlate:5, Bone Large Plate
TConstruct:heavyPlate:6, Obsidian Large Plate
TConstruct:heavyPlate:7, Netherrack Large Plate
TConstruct:heavyPlate:8, Slime Large Plate
TConstruct:heavyPlate:9, Paper Large Plate
TConstruct:heavyPlate:10, Cobalt Large Plate
TConstruct:heavyPlate:11, Ardite Large Plate
